Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	PrevAvRefValue	Progress	CriteriaType	CriteriaVarType	CriteriaPercentage
264	23	0.423763363	2.91348609	0	0	0	0	0	0.001	0	1000	0	0	3
265	24	0.425469492	2.92452203	0	0	0	0	0	0.001	0	1000	0	0	3
266	24	0.427192931	2.93555796	0	0	0	0	0	0.001	0	1000	0	0	3
267	24	0.428923979	2.94659389	0	0	0	0	0	0.001	0	1000	0	0	3
268	24	0.430636863	2.95762982	0	0	0	0	0	0.001	0	1000	0	0	3
269	24	0.432335793	2.96866576	0	0	0	0	0	0.001	0	1000	0	0	3
270	24	0.434016274	2.97970169	0	0	0	0	0	0.001	0	1000	0	0	3
271	24	0.435681563	2.99073762	0	0	0	0	0	0.001	0	1000	0	0	3
272	24	0.437336377	3.00177355	0	0	0	0	0	0.001	0	1000	0	0	3
273	24	0.438986984	3.01280948	0	0	0	0	0	0.001	0	1000	0	0	3
274	24	0.440634058	3.02384542	0	0	0	0	0	0.001	0	1000	0	0	3
275	24	0.442280588	3.03488135	0	0	0	0	0	0.001	0	1000	0	0	3
276	24	0.443928466	3.04591728	0	0	0	0	0	0.001	0	1000	0	0	3
277	25	0.445580358	3.05695321	0	0	0	0	0	0.001	0	1000	0	0	3
278	25	0.447238803	3.06798914	0	0	0	0	0	0.001	0	1000	0	0	3
279	25	0.448906204	3.07902508	0	0	0	0	0	0.001	0	1000	0	0	3
280	25	0.450584903	3.09006101	0	0	0	0	0	0.001	0	1000	0	0	3
281	25	0.452276954	3.10109694	0	0	0	0	0	0.001	0	1000	0	0	3
282	25	0.45398871	3.11213287	0	0	0	0	0	0.001	0	1000	0	0	3
283	25	0.455719044	3.12316881	0	0	0	0	0	0.001	0	1000	0	0	3
284	25	0.457434189	3.13420474	0	0	0	0	0	0.001	0	1000	0	0	3
285	25	0.459130028	3.14524067	0	0	0	0	0	0.001	0	1000	0	0	3
286	25	0.460814115	3.1562766	0	0	0	0	0	0.001	0	1000	0	0	3
287	25	0.462482942	3.16731253	0	0	0	0	0	0.001	0	1000	0	0	3
288	25	0.464142024	3.17834847	0	0	0	0	0	0.001	0	1000	0	0	3
289	26	0.46579732	3.1893844	0	0	0	0	0	0.001	0	1000	0	0	3
290	26	0.46745088	3.20042033	0	0	0	0	0	0.001	0	1000	0	0	3
291	26	0.469104893	3.21145626	0	0	0	0	0	0.001	0	1000	0	0	3
292	26	0.470761583	3.2224922	0	0	0	0	0	0.001	0	1000	0	0	3
293	26	0.472423494	3.23352813	0	0	0	0	0	0.001	0	1000	0	0	3
294	26	0.474092934	3.24456406	0	0	0	0	0	0.001	0	1000	0	0	3
295	26	0.475772074	3.25559999	0	0	0	0	0	0.001	0	1000	0	0	3
296	26	0.477462936	3.26663592	0	0	0	0	0	0.001	0	1000	0	0	3
297	26	0.47916726	3.27767186	0	0	0	0	0	0.001	0	1000	0	0	3
298	26	0.480890592	3.28870779	0	0	0	0	0	0.001	0	1000	0	0	3
299	26	0.482615247	3.29974372	0	0	0	0	0	0.001	0	1000	0	0	3
300	27	0.48432704	3.31077965	0	0	0	0	0	0.001	0	1000	0	0	3
